-1.42272	-2.97334	-2.39036
-1.10552	-1.21922	-1.02084
0.3382	-0.90312	-0.65638
0.39374	-0.54016	-0.07924
0.66212	-0.48732	0.05562
0.71328	-0.29434	0.48448
0.88646	-0.18494	0.65324
1.01838	-0.02208	0.69114
1.04322	0.03172	0.717
1.20348	0.15038	0.73732
1.23044	0.25842	0.78158
1.34696	0.3092	0.80926
1.41028	0.32064	0.91324
1.41548	0.57688	0.9998
1.4727	0.58876	1.04322
1.63732	0.64518	1.1487
1.75834	0.66558	1.16436
1.7982	0.74538	1.32874
1.8	0.7512	1.37002
1.8	0.79564	1.40694
1.8	0.9998	1.47796
1.88592	1.2	1.48614
1.94318	1.23436	1.49182
1.9468	1.23956	1.59262
1.96446	1.26466	1.59604
1.98402	1.29956	1.60892
2.00216	1.32	1.77738
2.13856	1.32004	1.8
2.1622	1.41548	1.8
2.16276	1.41548	1.8
2.22718	1.4542	1.86644
2.37102	1.52894	1.9479
2.39184	1.66098	2.02302
2.4	1.74958	2.03098
2.4	1.79672	2.03604
2.4145	1.8	2.05964
2.4342	1.8	2.0844
2.43576	1.81992	2.16018
2.4469	1.85264	2.17946
2.51734	1.90324	2.18016
2.51976	1.96266	2.2527
2.55994	2.05352	2.28158
2.60968	2.07692	2.29742
2.71044	2.0997	2.4
2.71926	2.19662	2.4
2.79132	2.2378	2.41364
2.94742	2.27614	2.42396
3.01998	2.30012	2.43614
3.0807	2.33522	2.52162
3.08878	2.37274	2.65542
3.14112	2.37788	2.66154
3.1881	2.38112	2.69158
3.27386	2.4	2.90346
3.52054	2.48338	2.93576
3.52324	2.65388	2.94974
3.61456	2.7152	3.01998
3.62968	2.7725	3.05136
3.6662	2.7871	3.11088
3.6969	2.79042	3.22044
3.73986	2.86066	3.28684
2.107841667	2.92212	3.30308
3.82228	2.96596	3.353
3.85672	1.343730323	3.37492
3.85696	3.01048	1.76352381
3.86418	3.0143	3.4441
3.88904	3.06516	3.44744
3.92974	3.09158	3.495
3.94662	3.09998	3.55726
4.01464	3.18944	3.61456
4.03946	3.23526	3.65778
4.13212	3.2674	3.66186
4.1457	3.30362	3.6969
4.17016	3.31854	3.7127
4.19544	3.38358	3.79174
4.28354	3.42818	3.835
4.3368	3.45124	3.95454
4.35152	3.495	3.97088
4.35496	3.52996	4.01686
4.42218	3.54204	4.01686
4.52074	3.5813	4.02616
4.546	3.59154	4.02974
4.6225	3.7099	4.0917
4.632	3.78724	4.13212
4.65508	3.97088	4.18394
4.6631	3.97088	4.1985
4.74168	3.97386	4.23684
4.84478	4.05026	4.30528
4.85078	4.06418	4.3457
4.87808	4.18068	4.34716
4.8998	4.2221	4.48926
4.9933	4.29762	4.5751
4.9994	4.35376	4.6225
5.07236	4.41382	4.7782
5.10328	4.47834	4.79852
5.1077	4.48926	4.84478
5.11724	4.52074	4.9022
5.11984	4.5704	4.9102
5.18824	4.62044	4.91726
5.21634	4.63006	4.91824
5.23388	4.65996	4.9933
5.23874	4.66884	5.05908
5.26292	4.74168	5.0603
5.31022	4.83668	5.1077
5.34208	4.8603	5.21482
5.34214	4.86952	5.33204
5.4785	4.92368	5.44378
5.51022	4.93022	5.56304
5.64832	5.04478	5.58786
5.90934	5.26292	5.64832
5.945	5.31022	5.82154
5.9651	5.33432	5.93346
6.19886	5.50482	6.11022
6.21316	5.51022	6.13682
6.22752	5.61818	6.20478
6.23536	5.64832	6.21316
6.37812	5.6488	6.22054
6.42956	5.82154	6.22752
6.79202	6.0781	6.43192
6.80164	6.20398	6.66894
6.98168	6.22752	6.9201
7.63202	6.56988	7.25432
8.04178	6.81066	7.97406
8.34568	7.47566	8.04178
8.605	7.70526	9.367
9.49802	9.49802	9.49802
